"","name","no_calls","all_calls","missingness_rate","private_variant_count","heterozygous_variant_count","O_HOM","E_HOM","N_SITES","F","perct_het_alt_in_snvs","perct_hom_alt_in_snvs","hom_AA_count","het_RA_count"
"729","HG01986",0,22277325,0,13810,2851590,74727185,75047578.81,77572882,-0.12687,0,1,106481,0
"730","HG01988",0,21725943,0,8715,2738095,74840562,75047578.81,77572882,-0.08198,0,1,108938,0
"731","HG01989",0,20977811,0,9228,2912491,74771058,75047578.81,77572882,-0.1095,0.662,0.338,53950,105460
"732","HG01990",0,22903860,0,16028,2869357,74708549,75047578.81,77572882,-0.13425,0,1,108767,0
"733","HG01991",0,23159406,0,22108,2008202,75569275,75047578.81,77572882,0.20659,0,1,79469,0
"734","HG01992",0,23634301,0,23645,1935933,75698536,75047578.81,77572882,0.25777,0.517,0.483,53651,57423
"735","HG01997",0,19057067,0,14780,1934435,75695002,75047578.81,77572882,0.25637,0.506,0.494,50963,52248
"736","HG02002",0,19850287,0,18249,1984630,75592594,75047578.81,77572882,0.21582,0,1,77687,0
"737","HG02003",0,19853011,0,17170,1999903,75631491,75047578.81,77572882,0.23122,0.512,0.488,51561,54048
"738","HG02006",0,21342227,0,18294,2785582,74904259,75047578.81,77572882,-0.05675,0.729,0.271,41409,111243
"739","HG02008",0,22040512,0,16673,1959459,75618141,75047578.81,77572882,0.22594,0,1,76584,0
"740","HG02009",0,27070448,0,19204,2866447,74712586,75047578.81,77572882,-0.13265,0,1,109521,0
"741","HG02010",0,25131972,0,19855,2971339,74721641,75047578.81,77572882,-0.12907,0.703,0.297,48249,114168
"742","HG02012",0,22872421,0,16547,2960395,74724297,75047578.81,77572882,-0.12802,0.659,0.341,55142,106418
"743","HG02013",0,22905206,0,15201,2873341,74705035,75047578.81,77572882,-0.13564,0,1,108585,0
"744","HG02014",0,22672063,0,19616,2879585,74699211,75047578.81,77572882,-0.13795,0,1,106280,0
"745","HG02016",0,20246765,0,13457,2104086,75535298,75047578.81,77572882,0.19313,0.567,0.433,47336,61981
"746","HG02017",0,20853457,0,13691,2011038,75565800,75047578.81,77572882,0.20521,0,1,77680,0
"747","HG02019",0,20269599,0,11222,2073720,75563692,75047578.81,77572882,0.20438,0.548,0.452,50210,60914
"748","HG02020",0,19818995,0,15911,2014735,75562008,75047578.81,77572882,0.20371,0,1,80461,0
"749","HG02023",0,18883569,0,14542,2039733,75537095,75047578.81,77572882,0.19384,0,1,77708,0
"750","HG02025",0,19663840,0,22530,2069377,75568130,75047578.81,77572882,0.20613,0.548,0.452,49962,60623
"751","HG02026",0,20965623,0,22193,2020158,75556657,75047578.81,77572882,0.20159,0,1,77615,0
"752","HG02028",0,20916192,0,11863,2045298,75587011,75047578.81,77572882,0.21361,0.528,0.472,49633,55489
"753","HG02029",0,20598210,0,17113,2023815,75552690,75047578.81,77572882,0.20002,0,1,76659,0
"754","HG02031",0,19851353,0,13957,2075899,75563644,75047578.81,77572882,0.20436,0.557,0.443,49571,62306
"755","HG02032",0,19862596,0,17918,2008536,75567993,75047578.81,77572882,0.20608,0,1,79441,0
"756","HG02035",0,18980189,0,14287,2025213,75551554,75047578.81,77572882,0.19957,0,1,79333,0
"757","HG02040",0,20311360,0,13548,2027220,75549510,75047578.81,77572882,0.19876,0,1,77396,0
"758","HG02047",0,21612371,0,13916,2022785,75554386,75047578.81,77572882,0.20069,0,1,77964,0
"759","HG02048",0,22063119,0,22145,2100160,75543068,75047578.81,77572882,0.19621,0.584,0.416,47110,66101
"760","HG02049",0,22347809,0,20701,2116269,75524710,75047578.81,77572882,0.18894,0.562,0.438,49423,63318
"761","HG02050",0,22037860,0,19194,2010601,75566481,75047578.81,77572882,0.20548,0,1,78465,0
"762","HG02051",0,23388849,0,15032,2858156,74720415,75047578.81,77572882,-0.12955,0,1,108703,0
"763","HG02052",0,22130360,0,18074,2961364,74726037,75047578.81,77572882,-0.12733,0.665,0.335,54900,108826
"764","HG02053",0,23463906,0,15851,2882995,74695686,75047578.81,77572882,-0.13935,0,1,111161,0
"765","HG02054",0,22543082,0,11352,2952416,74733958,75047578.81,77572882,-0.12419,0.655,0.345,56413,107325
"766","HG02057",0,23011038,0,22477,2113151,75523420,75047578.81,77572882,0.18843,0.541,0.459,50315,59368
"767","HG02058",0,21969888,0,22961,2052068,75525131,75047578.81,77572882,0.18911,0,1,78721,0
"768","HG02060",0,20554195,0,15632,2062363,75574366,75047578.81,77572882,0.2086,0.546,0.454,49771,59895
"769","HG02061",0,19886772,0,16940,2004427,75573037,75047578.81,77572882,0.20808,0,1,80357,0
"770","HG02064",0,20404317,0,15799,2022790,75553670,75047578.81,77572882,0.20041,0,1,79110,0
"771","HG02067",0,20779570,0,17031,2025305,75551441,75047578.81,77572882,0.19953,0,1,78246,0
"772","HG02069",0,23463825,0,22492,2112505,75521576,75047578.81,77572882,0.1877,0.526,0.474,51375,57027
"773","HG02070",0,24113110,0,22261,2027519,75549941,75047578.81,77572882,0.19893,0,1,80377,0
"774","HG02072",0,22707307,0,22907,2110597,75530523,75047578.81,77572882,0.19124,0.566,0.434,48563,63342
"775","HG02073",0,23275213,0,21786,2003857,75572866,75047578.81,77572882,0.20801,0,1,79186,0
"776","HG02075",0,24718761,0,22758,2120162,75519771,75047578.81,77572882,0.18698,0.566,0.434,48081,62642
"777","HG02076",0,21490194,0,21363,2018265,75558234,75047578.81,77572882,0.20222,0,1,80627,0
"778","HG02078",0,20919377,0,22297,2067955,75570805,75047578.81,77572882,0.20719,0.563,0.437,48219,62084
"779","HG02079",0,24007491,0,22131,2030885,75546351,75047578.81,77572882,0.19751,0,1,80284,0
"780","HG02081",0,19655224,0,17188,2071563,75564164,75047578.81,77572882,0.20456,0.539,0.461,50431,59018
"781","HG02082",0,19346763,0,18773,2003962,75572910,75047578.81,77572882,0.20803,0,1,78851,0
"782","HG02084",0,19879576,0,16628,2063926,75569616,75047578.81,77572882,0.20672,0.516,0.484,53635,57168
"783","HG02085",0,20678310,0,17314,2010283,75566448,75047578.81,77572882,0.20547,0,1,81095,0
"784","HG02086",0,19227049,0,17787,2085766,75549983,75047578.81,77572882,0.19895,0.537,0.463,50643,58812
"785","HG02087",0,20527827,0,15852,2073451,75563898,75047578.81,77572882,0.20446,0.554,0.446,48804,60681
"786","HG02088",0,19094260,0,13613,2003633,75572886,75047578.81,77572882,0.20802,0,1,78713,0
"787","HG02089",0,20165329,0,19847,2135418,75501602,75047578.81,77572882,0.17979,0.564,0.436,46422,60026
"788","HG02090",0,21158839,0,16243,2269961,75307513,75047578.81,77572882,0.10293,0,1,82042,0
"789","HG02095",0,22842251,0,17556,2967815,74714877,75047578.81,77572882,-0.13175,0.673,0.327,50821,104582
"790","HG02102",0,24657569,0,19081,1975705,75663663,75047578.81,77572882,0.24396,0.566,0.434,47806,62263
"791","HG02104",0,18807864,0,19155,1891763,75685080,75047578.81,77572882,0.25245,0,1,78990,0
"792","HG02105",0,19696600,0,13634,1865081,75761985,75047578.81,77572882,0.2829,0.485,0.515,53285,50181
"793","HG02107",0,22229742,0,24262,2896296,74681930,75047578.81,77572882,-0.14479,0,1,111405,0
"794","HG02108",0,20883222,0,12999,2917959,74760532,75047578.81,77572882,-0.11367,0.641,0.359,55978,100047
"795","HG02111",0,24851347,0,14549,2981152,74707124,75047578.81,77572882,-0.13482,0.661,0.339,56158,109415
"796","HG02113",0,20159626,0,18259,2060224,75575227,75047578.81,77572882,0.20894,0.539,0.461,50223,58821
"797","HG02116",0,20518794,0,15417,2023429,75553549,75047578.81,77572882,0.20036,0,1,79144,0
"798","HG02121",0,24186161,0,15875,2104282,75532594,75047578.81,77572882,0.19206,0.547,0.453,49428,59791
"799","HG02122",0,24067599,0,17473,2032183,75544372,75047578.81,77572882,0.19673,0,1,78729,0
"800","HG02127",0,23072508,0,16876,2047259,75587088,75047578.81,77572882,0.21364,0.537,0.463,50579,58619
"801","HG02128",0,22993108,0,17246,2001815,75575184,75047578.81,77572882,0.20893,0,1,81838,0
"802","HG02130",0,19757875,0,13838,2069718,75570838,75047578.81,77572882,0.20721,0.573,0.427,47623,63895
"803","HG02131",0,19429394,0,19060,2074880,75502132,75047578.81,77572882,0.18,0,1,82783,0
"804","HG02133",0,19546383,0,13829,2071355,75568571,75047578.81,77572882,0.20631,0.555,0.445,50440,62849
"805","HG02134",0,19500859,0,16840,2020969,75556259,75047578.81,77572882,0.20143,0,1,77419,0
"806","HG02136",0,20426461,0,13369,2077417,75562335,75047578.81,77572882,0.20384,0.575,0.425,46408,62892
"807","HG02137",0,20113576,0,13795,1980491,75596771,75047578.81,77572882,0.21748,0,1,78713,0
"808","HG02138",0,20509102,0,18606,2010863,75566204,75047578.81,77572882,0.20537,0,1,79677,0
"809","HG02139",0,22317761,0,17093,2082973,75553231,75047578.81,77572882,0.20023,0.542,0.458,49688,58817
"810","HG02140",0,21490727,0,17082,2082104,75555426,75047578.81,77572882,0.2011,0.553,0.447,49183,60790
"811","HG02141",0,25312205,0,21123,2028019,75548938,75047578.81,77572882,0.19853,0,1,81137,0
"812","HG02142",0,23857124,0,16713,2131902,75505411,75047578.81,77572882,0.1813,0.558,0.442,48036,60565
"813","HG02143",0,22241333,0,13208,2837573,74740606,75047578.81,77572882,-0.12156,0,1,100014,0
"814","HG02144",0,24206151,0,14888,2976440,74705890,75047578.81,77572882,-0.13531,0.648,0.352,56426,103995
"815","HG02146",0,19679660,0,13247,1810308,75766431,75047578.81,77572882,0.28466,0,1,80803,0
"816","HG02147",0,18278721,0,16810,1914506,75714820,75047578.81,77572882,0.26422,0.509,0.491,50802,52750
"817","HG02150",0,23831261,0,17864,1805588,75771355,75047578.81,77572882,0.28661,0,1,79855,0
"818","HG02151",0,19764699,0,14174,2070086,75567367,75047578.81,77572882,0.20583,0.557,0.443,48232,60579
"819","HG02152",0,20849500,0,10238,2021161,75618707,75047578.81,77572882,0.22616,0.574,0.426,46890,63196
"820","HG02153",0,19496888,0,10238,2038071,75600569,75047578.81,77572882,0.21898,0.566,0.434,47647,62034
"821","HG02154",0,19461229,0,10486,1973135,75664065,75047578.81,77572882,0.24412,0.547,0.453,49750,60138
"822","HG02155",0,19287986,0,11624,2050767,75592082,75047578.81,77572882,0.21562,0.588,0.412,46078,65845
"823","HG02156",0,18726583,0,9743,2032049,75604300,75047578.81,77572882,0.22046,0.543,0.457,50230,59603
"824","HG02164",0,20671772,0,11528,2034843,75582531,75047578.81,77572882,0.21184,0.411,0.589,58212,40559
"825","HG02165",0,22135078,0,11966,2060571,75577363,75047578.81,77572882,0.20979,0.556,0.444,48935,61239
"826","HG02166",0,20124114,0,12244,2045770,75591942,75047578.81,77572882,0.21556,0.558,0.442,48316,60909
"827","HG02178",0,19649443,0,11963,2042549,75594439,75047578.81,77572882,0.21655,0.552,0.448,49093,60543
"828","HG02179",0,19757324,0,10180,2071548,75567870,75047578.81,77572882,0.20603,0.563,0.437,48370,62417
"829","HG02180",0,19383292,0,10674,2054867,75581357,75047578.81,77572882,0.21137,0.557,0.443,48044,60439
"830","HG02181",0,22808573,0,12637,2078262,75556485,75047578.81,77572882,0.20152,0.54,0.46,49410,57900
"831","HG02182",0,21176785,0,10613,2044915,75595571,75047578.81,77572882,0.217,0.573,0.427,47534,63872
"832","HG02184",0,20743718,0,12055,2040235,75591362,75047578.81,77572882,0.21533,0.533,0.467,48310,55075
"833","HG02185",0,21970947,0,11384,2032542,75607495,75047578.81,77572882,0.22172,0.573,0.427,47161,63295
"834","HG02186",0,20020813,0,11695,2044479,75586287,75047578.81,77572882,0.21332,0.508,0.492,52030,53705
"835","HG02187",0,20400071,0,9966,2068308,75568397,75047578.81,77572882,0.20624,0.554,0.446,48262,59845
"836","HG02188",0,19314104,0,8436,2023623,75613866,75047578.81,77572882,0.22425,0.553,0.447,49013,60658
"837","HG02190",0,19752474,0,12694,2070880,75564058,75047578.81,77572882,0.20452,0.533,0.467,50775,58046
"838","HG02215",0,20009326,0,11797,2176213,75469862,75047578.81,77572882,0.16722,0.634,0.366,39984,69183
"839","HG02219",0,21002680,0,14712,2143204,75434404,75047578.81,77572882,0.15318,0,1,76939,0
"840","HG02220",0,19923237,0,10179,2220106,75421326,75047578.81,77572882,0.148,0.61,0.39,41548,64937
"841","HG02221",0,26184099,0,11027,2117931,75459342,75047578.81,77572882,0.16305,0,1,74442,0
"842","HG02223",0,20133304,0,7737,2226793,75414402,75047578.81,77572882,0.14526,0.601,0.399,42709,64332
"843","HG02224",0,22056793,0,6999,2128101,75449345,75047578.81,77572882,0.1591,0,1,75499,0
"844","HG02230",0,19516832,0,8490,2204079,75443755,75047578.81,77572882,0.15688,0.636,0.364,40324,70524
"845","HG02231",0,22368664,0,10246,2124648,75452431,75047578.81,77572882,0.16032,0,1,73950,0
"846","HG02232",0,22060483,0,13592,2220592,75423675,75047578.81,77572882,0.14893,0.597,0.403,45326,67226
"847","HG02233",0,20708991,0,14053,2186104,75391071,75047578.81,77572882,0.13602,0,1,73926,0
"848","HG02235",0,19913879,0,11462,2222787,75422900,75047578.81,77572882,0.14862,0.622,0.378,41883,68890
"849","HG02236",0,20404121,0,12101,2155529,75421867,75047578.81,77572882,0.14822,0,1,75734,0
"850","HG02238",0,24264792,0,13609,2161074,75416229,75047578.81,77572882,0.14598,0,1,75359,0
"851","HG02239",0,19439926,0,14316,2269844,75380530,75047578.81,77572882,0.13185,0.634,0.366,42198,72947
"852","HG02250",0,20767419,0,15355,1997016,75579357,75047578.81,77572882,0.21058,0,1,80788,0
"853","HG02252",0,22999774,0,16485,2142843,75512444,75047578.81,77572882,0.18408,0.639,0.361,44198,78233
"854","HG02253",0,24000223,0,12723,2099951,75477439,75047578.81,77572882,0.17022,0,1,78146,0
"855","HG02255",0,20860176,0,10807,2831544,74746678,75047578.81,77572882,-0.11915,0,1,102419,0
"856","HG02256",0,22619512,0,12652,2946638,74741719,75047578.81,77572882,-0.12112,0.673,0.327,53627,110180
"857","HG02259",0,19137825,0,16949,1808050,75768702,75047578.81,77572882,0.28556,0,1,78209,0
"858","HG02260",0,19778484,0,21849,1995510,75637276,75047578.81,77572882,0.23352,0.523,0.477,50615,55554
"859","HG02262",0,25255313,0,17389,1995645,75581618,75047578.81,77572882,0.21148,0,1,78222,0
"860","HG02265",0,19564805,0,10117,1816215,75760408,75047578.81,77572882,0.28227,0,1,78379,0
"861","HG02266",0,19387989,0,11598,1891268,75732690,75047578.81,77572882,0.2713,0.47,0.53,53721,47600
"862","HG02271",0,19719780,0,17781,1808635,75767839,75047578.81,77572882,0.28522,0,1,78668,0
"863","HG02272",0,19080152,0,15464,1774156,75854474,75047578.81,77572882,0.31952,0.493,0.507,53408,51946
"864","HG02274",0,22962221,0,17185,2449564,75129011,75047578.81,77572882,0.03225,0,1,97600,0
"865","HG02275",0,21086730,0,14773,1848548,75781891,75047578.81,77572882,0.29078,0.499,0.501,53678,53472
"866","HG02277",0,20961001,0,18069,2001613,75574579,75047578.81,77572882,0.20869,0,1,81311,0
"867","HG02278",0,20305854,0,18565,1941285,75687928,75047578.81,77572882,0.25357,0.488,0.512,54793,52309
"868","HG02281",0,22481292,0,18813,2871466,74707210,75047578.81,77572882,-0.13478,0,1,104893,0
"869","HG02282",0,22649784,0,19139,2974544,74716301,75047578.81,77572882,-0.13118,0.684,0.316,51742,112159
"870","HG02283",0,24016655,0,20115,2871583,74706949,75047578.81,77572882,-0.13489,0,1,97827,0
"871","HG02284",0,23746852,0,19224,2861705,74716380,75047578.81,77572882,-0.13115,0,1,109006,0
"872","HG02285",0,20394597,0,17641,1964636,75612209,75047578.81,77572882,0.22359,0,1,78853,0
"873","HG02286",0,18705952,0,19271,2086398,75555914,75047578.81,77572882,0.2013,0.586,0.414,46549,66013
"874","HG02291",0,18675856,0,13278,1767620,75808985,75047578.81,77572882,0.30151,0,1,83310,0
"875","HG02292",0,20462120,0,13510,1935360,75697403,75047578.81,77572882,0.25733,0.528,0.472,49971,56010
"876","HG02298",0,20030158,0,12965,2110515,75525426,75047578.81,77572882,0.18922,0.541,0.459,49628,58576
"877","HG02299",0,19413143,0,14818,1883824,75692794,75047578.81,77572882,0.2555,0,1,78342,0
"878","HG02301",0,19371804,0,20045,2038791,75592223,75047578.81,77572882,0.21567,0.508,0.492,52254,53863
"879","HG02304",0,24245507,0,20826,2066017,75510877,75047578.81,77572882,0.18346,0,1,79028,0
"880","HG02307",0,22391306,0,13007,2851692,74726728,75047578.81,77572882,-0.12705,0,1,106366,0
"881","HG02308",0,22847962,0,16131,2969422,74714474,75047578.81,77572882,-0.13191,0.639,0.361,59447,105072
"882","HG02309",0,22554949,0,13854,2958688,74729937,75047578.81,77572882,-0.12578,0.666,0.334,55197,110121
"883","HG02312",0,19202176,0,16918,2201879,75442070,75047578.81,77572882,0.15622,0.601,0.399,44203,66678
"884","HG02314",0,23445282,0,11938,2843431,74734919,75047578.81,77572882,-0.12381,0,1,107848,0
"885","HG02315",0,23294538,0,14529,2981679,74707176,75047578.81,77572882,-0.1348,0.671,0.329,54307,110581
"886","HG02317",0,22273016,0,16232,2845723,74732757,75047578.81,77572882,-0.12467,0,1,107722,0
"887","HG02318",0,21087678,0,11526,2936478,74747567,75047578.81,77572882,-0.1188,0.654,0.346,56028,105819
"888","HG02322",0,24449436,0,11695,2942635,74740831,75047578.81,77572882,-0.12147,0.654,0.346,55841,105324
"889","HG02323",0,22813774,0,13244,2843793,74734917,75047578.81,77572882,-0.12381,0,1,106656,0
"890","HG02325",0,22782976,0,15238,2948790,74731258,75047578.81,77572882,-0.12526,0.637,0.363,57638,101286
"891","HG02330",0,21349782,0,14413,2861769,74716702,75047578.81,77572882,-0.13102,0,1,111765,0
"892","HG02332",0,21355126,0,19774,2875807,74702486,75047578.81,77572882,-0.13665,0,1,97077,0
"893","HG02334",0,21942729,0,12851,2838617,74739628,75047578.81,77572882,-0.12195,0,1,110091,0
"894","HG02337",0,22511254,0,13019,2955399,74732607,75047578.81,77572882,-0.12473,0.664,0.336,55188,109231
"895","HG02339",0,22082138,0,11686,2883355,74800395,75047578.81,77572882,-0.09788,0.648,0.352,57304,105575
"896","HG02343",0,21779850,0,14586,2824846,74753264,75047578.81,77572882,-0.11655,0,1,107278,0
"897","HG02345",0,24449284,0,15437,2336492,75309332,75047578.81,77572882,0.10365,0.588,0.412,47349,67467
"898","HG02348",0,21866604,0,18457,1993319,75635859,75047578.81,77572882,0.23295,0.501,0.499,52472,52635
"899","HG02351",0,22045009,0,13742,2018669,75558417,75047578.81,77572882,0.20229,0,1,80040,0
"900","HG02353",0,21080643,0,12797,2027499,75549099,75047578.81,77572882,0.1986,0,1,80334,0
"901","HG02355",0,19345387,0,13199,1994353,75582896,75047578.81,77572882,0.21198,0,1,78977,0
"902","HG02356",0,19092887,0,13744,2002890,75574149,75047578.81,77572882,0.20852,0,1,79113,0
"903","HG02360",0,21219128,0,15529,2006207,75570328,75047578.81,77572882,0.207,0,1,80024,0
"904","HG02364",0,20474160,0,15557,2001649,75575263,75047578.81,77572882,0.20896,0,1,81152,0
"905","HG02367",0,20421507,0,14531,1993073,75583771,75047578.81,77572882,0.21233,0,1,79279,0
"906","HG02371",0,22272876,0,14757,1994585,75582187,75047578.81,77572882,0.2117,0,1,79982,0
"907","HG02373",0,21154627,0,16644,2015045,75562020,75047578.81,77572882,0.20371,0,1,80729,0
"908","HG02374",0,20773688,0,14669,2013855,75563231,75047578.81,77572882,0.20419,0,1,80200,0
"909","HG02375",0,22322414,0,15081,1981713,75595485,75047578.81,77572882,0.21697,0,1,80838,0
"910","HG02379",0,21173520,0,12973,1996156,75580790,75047578.81,77572882,0.21115,0,1,78766,0
"911","HG02380",0,20346956,0,11443,1871779,75705175,75047578.81,77572882,0.2604,0,1,78520,0
"912","HG02382",0,19555976,0,14041,2011247,75565624,75047578.81,77572882,0.20514,0,1,77700,0
"913","HG02383",0,19858526,0,14839,2006285,75570449,75047578.81,77572882,0.20705,0,1,77634,0
"914","HG02384",0,21118485,0,13557,1997217,75579774,75047578.81,77572882,0.21075,0,1,79090,0
"915","HG02385",0,20095700,0,10360,1985896,75591211,75047578.81,77572882,0.21527,0,1,80822,0
"916","HG02386",0,19784387,0,16294,2022680,75554742,75047578.81,77572882,0.20083,0,1,78902,0
"917","HG02389",0,19769097,0,12905,1985043,75591946,75047578.81,77572882,0.21557,0,1,78359,0
"918","HG02390",0,19680874,0,15145,1991980,75585064,75047578.81,77572882,0.21284,0,1,77377,0
"919","HG02391",0,20112275,0,13309,1975494,75601741,75047578.81,77572882,0.21944,0,1,77022,0
"920","HG02392",0,19723030,0,14911,1928067,75648687,75047578.81,77572882,0.23803,0,1,77946,0
"921","HG02394",0,23477166,0,13666,1989922,75587031,75047578.81,77572882,0.21362,0,1,78507,0
"922","HG02395",0,20111191,0,14291,2021105,75556017,75047578.81,77572882,0.20134,0,1,80936,0
"923","HG02396",0,20095530,0,13551,1978524,75598179,75047578.81,77572882,0.21803,0,1,77610,0
"924","HG02397",0,20871327,0,10088,1970681,75605757,75047578.81,77572882,0.22103,0,1,79833,0
"925","HG02398",0,20897055,0,15736,1997811,75579319,75047578.81,77572882,0.21056,0,1,77057,0
"926","HG02399",0,20902508,0,14988,2009003,75567888,75047578.81,77572882,0.20604,0,1,79002,0
"927","HG02401",0,20171537,0,14296,2008528,75568956,75047578.81,77572882,0.20646,0,1,79115,0
"928","HG02402",0,20672863,0,12962,1991170,75585811,75047578.81,77572882,0.21314,0,1,80610,0
"929","HG02406",0,20075715,0,14349,1988256,75588721,75047578.81,77572882,0.21429,0,1,79867,0
"930","HG02407",0,21867505,0,13968,2023691,75553582,75047578.81,77572882,0.20037,0,1,77780,0
"931","HG02408",0,19756117,0,16545,1995977,75581063,75047578.81,77572882,0.21126,0,1,80511,0
"932","HG02409",0,20515112,0,14111,2000812,75576520,75047578.81,77572882,0.20946,0,1,79711,0
"933","HG02410",0,20221210,0,17982,2010325,75567307,75047578.81,77572882,0.20581,0,1,83394,0
"934","HG02419",0,22552610,0,19920,2952969,74733846,75047578.81,77572882,-0.12424,0.679,0.321,51170,108414
"935","HG02420",0,22459914,0,16126,2837475,74739826,75047578.81,77572882,-0.12187,0,1,103655,0
"936","HG02425",0,18580820,0,17067,2250544,75402577,75047578.81,77572882,0.14058,0.636,0.364,43437,75807
"937","HG02427",0,21739526,0,19432,2949123,74739282,75047578.81,77572882,-0.12208,0.681,0.319,51318,109360
